"","tweet","existence","existence.confidence","binary"
"429","global warming threatens province southernmost province of was among localities most v","Yes",1,0
"430","global warming means local storming","Yes",1,0
"431","could cleaner air actually intensify global warming by staff as much of the world marked earth day this past w","Yes",1,0
"432","energy advances ocean saltiness shows global warming after pulling data from million salinity","Yes",1,0
"433","key to fixing global warming china magazine it s late november and us energy secretary steven is","Yes",0.83,0
"434","global warming ocean chemistry is changing faster than it has in years and that s because of the carbon","Yes",0.8221,0
"435","of mountains could global warming a new study","Yes",0.7934,0
"436","soaring mercury blame it on global warming environmentalists have attributed the","Yes",0.801,0
"437","africa monitoring a changing climate gathering environmental crisis presented by global warming","Yes",1,0
"438","volcanic ash was bad for planes but should help reduce global warming","Yes",1,0
"439","ocean currents still strong despite global warming at have discovered that the ocean currents","Yes",1,0
"440","ocean currents still strong despite global warming at have discovered that the ocean currents","Yes",0.8372,0
"441","long distance journeys out of fashion global warming may be causing evolutionary changes in bird migration","Yes",0.6088,0
"442","funniest conservative comment of the day climate change is due to increased heat from the earth s core","Yes",0.4878,0
"443","scientists say global warming affects marine life in bay island winter flounder no longer re","Yes",1,0
"444","architect global warming doubters stupid james known locally for his environmentally","Yes",1,0
"445","looks warming planting trees is one way to help maintain the natural","Yes",1,0
"446","earth day report climate change is endangering our health","Yes",1,0
"447","global climate change not global warming","No",0.6295,1
"448","says climate change is happening and we must deal with it no matter what is causing it","Yes",1,0
"449","chew s focus is on the ways global warming is causing the of plant and animal species","Yes",1,0
"450","society stunner hazardous activity and global warming linked periods of exceptional climate chan","Yes",1,0
"451","fighting poverty and global warming in africa by marc gunther on comments","Yes",1,0
"452","military leads fight against climate change pew","Yes",0.5748,0
"453","spring comes days earlier in u s change","Yes",0.8029,0
"454","key to fixing global warming china","Yes",1,0
"455","is here tonight at to discuss what climate change is doing to women children families communities","Yes",0.8061,0
"456","baby boomers must tackle global warming while they can by anonymous baby boomers have enjoyed peace and the large","Yes",1,0
"457","ocean saltiness shows global warming is intensifying our water cycle","Yes",1,0
"458","military leads fight against climate change pew washing u s military the government s large","Yes",0.5648,0
"459","global warming implicated in shortened bird migration science codex global warming implicated in shortened bird","Yes",1,0
"460","s gift to earth a climate change","Yes",0.5984,0
"461","daniel c climate change plan b bringing down greenhouse gas emissions with a cap and trade system of","Yes",0.8006,0
"462","biologist links early blooms to global warming","Yes",1,0
"463","biologist links early blooms to global warming a researcher says plants in central wisconsin are flowering ear","Yes",1,0
"464","president blames capitalism for global warming environment news service bolivia april","Yes",0.8119,0
"465","an explosive idea are volcanoes the cure for global warming","Yes",1,0
"466","leader of national indigenous women s climate change is not just the climate its r lives bit","Yes",0.8064,0
"467","see is part series on cities and climate change for","Yes",1,0
"468","carbon offsets how a vatican forest failed to reduce global warming christian science monitor from a scheme to c","Yes",0.8465,0
"469","buying carbon offsets may ease guilt but not global warming","Yes",0.806,0
"470","pat on the dangers of and manipulating the planet to combat climate change","Yes",0.4286,0
"471","icelandic volcano s impact on global warming green bird by alisa satellites","Yes",0.7772,0
"472","birds in southern suffer from global warming","Yes",1,0
"473","video getting focus back on climate change","Yes",0.5988,0
"474","volcanic ash cloud global warming may trigger more volcanoes","Yes",1,0
"475","global warming blamed for european air traffic collapse financial global warming which altered european w","Yes",0.7736,0
"476","why do you oppose global warming environmental it makes no sense to oppose efforts to red","Yes",1,0
"477","safe secure nuclear energy must be part of climate change solution","Yes",1,0
"478","global s global warming","Yes",1,0
"479","global warming unequivocal and primarily human induced","Yes",0.5952,0
"480","us climate action global warming is unequivocal","Yes",0.7794,0
"481","global warming melting ice caps could volcanic eruptions","Yes",1,0
"482","photo we dare someone tell us that climate change t real","Yes",0.832,0
"483","us climate action global warming is unequivocal by brian merchant","Yes",1,0
"484","since man can t mother nature to end global warming with volcanoes earthquakes icelandic","Yes",0.8023,0
"485","blame the volcano trouble on sun and global warming","Yes",1,0
"486","some hot health reminders on global warming debate is over nearly all scientists and politicians agree","Yes",0.6172,0
"487","since man can t mother earth to end global warming with volcanoes earthquakes icelandic","Yes",0.7586,0
"488","joe climate change is a if i can quote joe","Yes",0.4157,0
"489","cities to stop climate change green living ideas","Yes",0.6074,0
"490","a lack of air pollution is bad for global warming pirate s","Yes",0.599,0
"491","an estimated billion birds changed their migrating habits in last few decades due to global warming","Yes",1,0
